ProviderKey,SpecificationKey,SpecificationValue
NER_190665628845,Target group,men
NER_190665628869,Brand,Dr. Martens
NER_190665628869,Color,Savannah Tan
NER_190665628869,Target group,men
NER_190665628876,Brand,Dr. Martens
NER_190665628876,Color,Savannah Tan
NER_190665628876,Target group,men
NER_190665628883,Brand,Dr. Martens
NER_190665628883,Color,Savannah Tan
NER_190665628883,Target group,men
NER_190665628890,Brand,Dr. Martens
NER_190665628890,Color,Savannah Tan
NER_190665628890,Target group,men
NER_190665628906,Brand,Dr. Martens
NER_190665628906,Color,Savannah Tan
NER_190665628906,Target group,men
NER_190665628913,Brand,Dr. Martens
NER_190665628913,Color,Savannah Tan
NER_190665628913,Target group,men
NER_190665628920,Brand,Dr. Martens
NER_190665628920,Color,Savannah Tan
NER_190665628920,Target group,men
NER_190665628937,Brand,Dr. Martens
NER_190665628937,Color,Savannah Tan
NER_190665628937,Target group,men
NER_190665666267,Brand,Dr. Martens
NER_190665666267,Color,Black
NER_190665666267,Target group,men
NER_190665666274,Brand,Dr. Martens
NER_190665666274,Color,Black
NER_190665666274,Target group,men
NER_190665666281,Brand,Dr. Martens
NER_190665666281,Color,Black
NER_190665666281,Target group,men
NER_190665668889,Brand,Dr. Martens
NER_190665668889,Color,Black / Aniline
NER_190665668889,Target group,men
NER_190665668896,Brand,Dr. Martens
NER_190665668896,Color,Black / Aniline
NER_190665668896,Target group,men
NER_190665668902,Brand,Dr. Martens
NER_190665668902,Color,Black / Aniline
NER_190665668902,Target group,men
NER_190665668919,Brand,Dr. Martens
NER_190665668919,Color,Black / Aniline
NER_190665668919,Target group,men
NER_190665668926,Brand,Dr. Martens
NER_190665668926,Color,Black / Aniline
NER_190665668926,Target group,men
NER_190665668933,Brand,Dr. Martens
NER_190665668933,Color,Black / Aniline
NER_190665668933,Target group,men
NER_190665668940,Brand,Dr. Martens
NER_190665668940,Color,Black / Aniline
NER_190665668940,Target group,men
NER_190665668957,Brand,Dr. Martens
NER_190665668957,Color,Black / Aniline
NER_190665668957,Target group,men
NER_190665668964,Brand,Dr. Martens
NER_190665668964,Color,Black / Aniline
NER_190665668964,Target group,men
NER_190665668971,Brand,Dr. Martens
NER_190665668971,Color,Black / Aniline
NER_190665668971,Target group,men
NER_190665668988,Brand,Dr. Martens
NER_190665668988,Color,Black / Aniline
NER_190665668988,Target group,men
NER_190665668995,Brand,Dr. Martens
NER_190665668995,Color,Black / Aniline
NER_190665668995,Target group,men
NER_190665669220,Brand,Dr. Martens
NER_190665669220,Color,Brown
NER_190665669220,Target group,women
NER_190665669237,Brand,Dr. Martens
NER_190665669237,Color,Brown
NER_190665669237,Target group,women
NER_190665669244,Brand,Dr. Martens
NER_190665669244,Color,Brown
NER_190665669244,Target group,women
NER_190665669251,Brand,Dr. Martens
NER_190665669251,Color,Brown
NER_190665669251,Target group,women
NER_190665669268,Brand,Dr. Martens
NER_190665669268,Color,Brown
NER_190665669268,Target group,women
NER_190665669275,Brand,Dr. Martens
NER_190665669275,Color,Brown
NER_190665669275,Target group,women
NER_190665669282,Brand,Dr. Martens
NER_190665669282,Color,Brown
NER_190665669282,Target group,women
NER_190665669299,Brand,Dr. Martens
NER_190665669299,Color,Brown
NER_190665669299,Target group,women
NER_190665669305,Brand,Dr. Martens
NER_190665669305,Color,Brown
NER_190665669305,Target group,women
NER_190665669312,Brand,Dr. Martens
NER_190665669312,Color,Brown
NER_190665669312,Target group,women
NER_190665672206,Brand,Dr. Martens
NER_190665672206,Color,Black
NER_190665672206,Target group,women
NER_190665672237,Brand,Dr. Martens
NER_190665672237,Color,Black
NER_190665672237,Target group,women
NER_190665672343,Brand,Dr. Martens
NER_190665672343,Color,Black
NER_190665672343,Target group,women
NER_190665682281,Brand,Dr. Martens
NER_190665682281,Color,Black
NER_190665682281,Target group,men
NER_190665682304,Brand,Dr. Martens
NER_190665682304,Color,Black
NER_190665682304,Target group,men
NER_190665686296,Shoe size (EU),37
NER_190665686296,Brand,Dr. Martens
NER_190665686296,Color,Black
NER_190665686296,Target group,women
NER_190665686302,Shoe size (EU),38
NER_190665686302,Brand,Dr. Martens
NER_190665686302,Color,Black
NER_190665686302,Target group,women
NER_190665686319,Shoe size (EU),39
NER_190665686319,Brand,Dr. Martens
NER_190665686319,Color,Black
NER_190665686319,Target group,women
NER_190665686326,Shoe size (EU),40
NER_190665686326,Brand,Dr. Martens
NER_190665686326,Color,Black
NER_190665686326,Target group,women
NER_190665702774,Brand,Dr. Martens
NER_190665702774,Color,Black
NER_190665702774,Target group,women
NER_190665702781,Brand,Dr. Martens
NER_190665702781,Color,Black
NER_190665702781,Target group,women
NER_190665702798,Brand,Dr. Martens
NER_190665702798,Color,Black
NER_190665702798,Target group,women
NER_190665702804,Brand,Dr. Martens
NER_190665702804,Color,Black
NER_190665702804,Target group,women
NER_190665702811,Brand,Dr. Martens
NER_190665702811,Color,Black
NER_190665702811,Target group,women
NER_190665702828,Brand,Dr. Martens
NER_190665702828,Color,Black
NER_190665702828,Target group,women
NER_190665713909,Brand,Dr. Martens
NER_190665713909,Color,Black
NER_190665713909,Target group,women
NER_190665713916,Brand,Dr. Martens
NER_190665713916,Color,Black
NER_190665713916,Target group,women
NER_190665713923,Brand,Dr. Martens
NER_190665713923,Color,Black
NER_190665713923,Target group,women
NER_190665713930,Brand,Dr. Martens
NER_190665713930,Color,Black
NER_190665713930,Target group,women
NER_190665714258,Brand,Dr. Martens
NER_190665714258,Color,Pink / Rosa
NER_190665714258,Target group,men
NER_190665714869,Brand,Dr. Martens
NER_190665714869,Color,Black
NER_190665714869,Target group,men
NER_190665714876,Brand,Dr. Martens
NER_190665714876,Color,Black
NER_190665714876,Target group,men
NER_190665714883,Brand,Dr. Martens
NER_190665714883,Color,Black
NER_190665714883,Target group,men
NER_190665714890,Brand,Dr. Martens
NER_190665714890,Color,Black
NER_190665714890,Target group,men
NER_190665717419,Brand,Dr. Martens
NER_190665717419,Color,Black
NER_190665717419,Target group,women
NER_190665724004,Shoe size (EU),41
NER_190665724004,Brand,Dr. Martens
NER_190665724004,Color,Brown
NER_190665724004,Target group,men
NER_190665747461,Brand,Dr. Martens
NER_190665747461,Color,Black
NER_190665747461,Target group,men
NER_190665747478,Brand,Dr. Martens
NER_190665747478,Color,Black
NER_190665747478,Target group,men
NER_190665747485,Brand,Dr. Martens
NER_190665747485,Color,Black
NER_190665747485,Target group,men
NER_190665747492,Brand,Dr. Martens
NER_190665747492,Color,Black
NER_190665747492,Target group,men
NER_190665747546,Brand,Dr. Martens
NER_190665747546,Color,Cherry Red
NER_190665747546,Target group,men
NER_190665747553,Brand,Dr. Martens
NER_190665747553,Color,Cherry Red
NER_190665747553,Target group,men
NER_190665747560,Brand,Dr. Martens
NER_190665747560,Color,Cherry Red
NER_190665747560,Target group,men
NER_190665747577,Brand,Dr. Martens
NER_190665747577,Color,Cherry Red
NER_190665747577,Target group,men
NER_190665750904,Brand,Dr. Martens
NER_190665750904,Color,Black
NER_190665750904,Target group,men
NER_190665751925,Brand,Dr. Martens
NER_190665751925,Color,Black
NER_190665751925,Target group,men
NER_190665751932,Brand,Dr. Martens
NER_190665751932,Color,Black
NER_190665751932,Target group,men
NER_190665751949,Brand,Dr. Martens
NER_190665751949,Color,Black
NER_190665751949,Target group,men
NER_190665751956,Brand,Dr. Martens
NER_190665751956,Color,Black
NER_190665751956,Target group,men
NER_190665751963,Brand,Dr. Martens
NER_190665751963,Color,Black
NER_190665751963,Target group,men
NER_190665751970,Brand,Dr. Martens
NER_190665751970,Color,Black
NER_190665751970,Target group,men
NER_190665751987,Brand,Dr. Martens
NER_190665751987,Color,Black
NER_190665751987,Target group,men
NER_190665752007,Brand,Dr Martens Airwair Wholesale Ltd
NER_190665752007,Color,Black
NER_190665752007,Target group,men
NER_190665752014,Brand,Dr Martens Airwair Wholesale Ltd
NER_190665752014,Color,Black
NER_190665752014,Target group,men
NER_190665752021,Brand,Dr Martens Airwair Wholesale Ltd
NER_190665752021,Color,Black
NER_190665752021,Target group,men
NER_190665752038,Brand,Dr Martens Airwair Wholesale Ltd
NER_190665752038,Color,Black
NER_190665752038,Target group,men
NER_190665752045,Brand,Dr Martens Airwair Wholesale Ltd
NER_190665752045,Color,Black
NER_190665752045,Target group,men
NER_190665752052,Brand,Dr Martens Airwair Wholesale Ltd
NER_190665752052,Color,Black
NER_190665752052,Target group,men
NER_190665752069,Brand,Dr Martens Airwair Wholesale Ltd
NER_190665752069,Color,Black
NER_190665752069,Target group,men
NER_190665752076,Brand,Dr Martens Airwair Wholesale Ltd
NER_190665752076,Color,Black
NER_190665752076,Target group,men
NER_190665752632,Brand,Dr. Martens
NER_190665752632,Color,Black
NER_190665752632,Target group,men
NER_190665752823,Brand,Dr. Martens
NER_190665752823,Color,Black
NER_190665752823,Target group,men
NER_190665752830,Brand,Dr. Martens
NER_190665752830,Color,Black
NER_190665752830,Target group,men
NER_190665752847,Brand,Dr. Martens
NER_190665752847,Color,Black
NER_190665752847,Target group,men
NER_190665752854,Brand,Dr. Martens
NER_190665752854,Color,Black
NER_190665752854,Target group,men
NER_190665753639,Brand,Dr. Martens
NER_190665753639,Color,Black Orleans
NER_190665753639,Target group,men
NER_190665753646,Brand,Dr. Martens
NER_190665753646,Color,Black Orleans
NER_190665753646,Target group,men
NER_190665753653,Brand,Dr. Martens
NER_190665753653,Color,Black Orleans
NER_190665753653,Target group,men
NER_190665753660,Brand,Dr. Martens
NER_190665753660,Color,Black Orleans
NER_190665753660,Target group,men
NER_190665753677,Brand,Dr. Martens
NER_190665753677,Color,Black Orleans
NER_190665753677,Target group,men
NER_190665753684,Brand,Dr. Martens
NER_190665753684,Color,Black Orleans
NER_190665753684,Target group,men
NER_190665753691,Brand,Dr. Martens
NER_190665753691,Color,Black Orleans
NER_190665753691,Target group,men
NER_190665753707,Brand,Dr. Martens
NER_190665753707,Color,Black Orleans
NER_190665753707,Target group,men
NER_190665753714,Brand,Dr. Martens
NER_190665753714,Color,Black Orleans
NER_190665753714,Target group,men
NER_190665753721,Brand,Dr. Martens
NER_190665753721,Color,Black Orleans
NER_190665753721,Target group,men
NER_190665754698,Brand,Dr. Martens
NER_190665754698,Color,Midnight Navy
NER_190665754698,Target group,men
NER_190665754711,Brand,Dr. Martens
NER_190665754711,Color,Midnight Navy
NER_190665754711,Target group,men
NER_190665754728,Brand,Dr. Martens
NER_190665754728,Color,Midnight Navy
NER_190665754728,Target group,men
NER_190665754735,Brand,Dr. Martens
NER_190665754735,Color,Midnight Navy
NER_190665754735,Target group,men
NER_190665754742,Brand,Dr. Martens
NER_190665754742,Color,Midnight Navy
NER_190665754742,Target group,men
NER_190665754759,Brand,Dr. Martens
NER_190665754759,Color,Midnight Navy
NER_190665754759,Target group,men
NER_190665754773,Brand,Dr. Martens
NER_190665754773,Color,Midnight Navy
NER_190665754773,Target group,men
NER_190665754902,Brand,Dr. Martens
NER_190665754902,Color,Olive
NER_190665754902,Target group,men
NER_190665755268,Brand,Dr. Martens
NER_190665755268,Color,Mocha Brown
NER_190665755268,Target group,men
NER_190665755275,Brand,Dr. Martens
NER_190665755275,Color,Mocha Brown
NER_190665755275,Target group,men
NER_190665756258,Brand,Dr. Martens
NER_190665756258,Color,Black
NER_190665756258,Target group,men
NER_190665756265,Brand,Dr. Martens
NER_190665756265,Color,Black
NER_190665756265,Target group,men
NER_190665756272,Brand,Dr. Martens
NER_190665756272,Color,Black
NER_190665756272,Target group,men
NER_190665756289,Brand,Dr. Martens
NER_190665756289,Color,Black
NER_190665756289,Target group,men
NER_190665756296,Brand,Dr. Martens
NER_190665756296,Color,Black
NER_190665756296,Target group,men
NER_190665756302,Brand,Dr. Martens
NER_190665756302,Color,Black
NER_190665756302,Target group,men
NER_190665756326,Brand,Dr. Martens
NER_190665756326,Color,Black
NER_190665756326,Target group,men
NER_190665756791,Brand,DR. MARTENS
NER_190665756791,Color,Black
NER_190665756791,Target group,men
NER_190665756807,Brand,DR. MARTENS
NER_190665756807,Color,Black
NER_190665756807,Target group,men
NER_190665756821,Brand,DR. MARTENS
NER_190665756821,Color,Black
NER_190665756821,Target group,men
NER_190665758313,Brand,Dr. Martens
NER_190665758313,Color,Beige
NER_190665758313,Target group,men
NER_190665758320,Brand,Dr. Martens
NER_190665758320,Color,Beige
NER_190665758320,Target group,men
NER_190665758344,Brand,Dr. Martens
NER_190665758344,Color,Beige
NER_190665758344,Target group,men
NER_190665758375,Brand,Dr. Martens
NER_190665758375,Color,Beige
NER_190665758375,Target group,men
NER_190665763270,Brand,Dr. Martens
NER_190665763270,Color,Black
NER_190665763270,Target group,men
NER_190665763287,Brand,Dr. Martens
NER_190665763287,Color,Black
NER_190665763287,Target group,men
NER_190665763294,Brand,Dr. Martens
NER_190665763294,Color,Black
NER_190665763294,Target group,men
NER_190665763300,Brand,Dr. Martens
NER_190665763300,Color,Black
NER_190665763300,Target group,men
NER_190665763324,Brand,Dr. Martens
NER_190665763324,Color,Black
NER_190665763324,Target group,men
NER_190665771183,Brand,Dr. Martens
NER_190665771183,Color,Archive Leopard / Hair On
NER_190665771183,Target group,men
NER_190665771190,Brand,Dr. Martens
NER_190665771190,Color,Archive Leopard / Hair On
NER_190665771190,Target group,men
NER_190665771206,Brand,Dr. Martens
NER_190665771206,Color,Archive Leopard / Hair On
NER_190665771206,Target group,men
NER_190665771213,Brand,Dr. Martens
NER_190665771213,Color,Archive Leopard / Hair On
NER_190665771213,Target group,men
NER_190665771220,Brand,Dr. Martens
NER_190665771220,Color,Archive Leopard / Hair On
NER_190665771220,Target group,men
NER_190665771237,Brand,Dr. Martens
NER_190665771237,Color,Archive Leopard / Hair On
NER_190665771237,Target group,men
NER_190665771244,Brand,Dr. Martens
NER_190665771244,Color,Archive Leopard / Hair On
NER_190665771244,Target group,men
NER_190665771251,Brand,Dr. Martens
NER_190665771251,Color,Archive Leopard / Hair On
NER_190665771251,Target group,men
NER_190665771268,Brand,Dr. Martens
NER_190665771268,Color,Archive Leopard / Hair On
NER_190665771268,Target group,men
NER_190665771282,Brand,Dr. Martens
NER_190665771282,Color,Archive Leopard / Hair On
NER_190665771282,Target group,men
NER_190665771343,Brand,Dr. Martens
NER_190665771343,Color,Black Orleans
NER_190665771343,Target group,men
NER_190665771367,Brand,Dr. Martens
NER_190665771367,Color,Black Orleans
NER_190665771367,Target group,men
NER_190665771374,Brand,Dr. Martens
NER_190665771374,Color,Black Orleans
NER_190665771374,Target group,men
NER_190665771381,Brand,Dr. Martens
NER_190665771381,Color,Black Orleans
NER_190665771381,Target group,men
NER_190665771398,Brand,Dr. Martens
NER_190665771398,Color,Black Orleans
NER_190665771398,Target group,men
NER_190665771404,Brand,Dr. Martens
NER_190665771404,Color,Black Orleans
NER_190665771404,Target group,men
NER_190665771411,Brand,Dr. Martens
NER_190665771411,Color,Black Orleans
NER_190665771411,Target group,men
NER_190665771428,Brand,Dr. Martens
NER_190665771428,Color,Black Orleans
NER_190665771428,Target group,men
NER_190665771497,Brand,Dr. Martens
NER_190665771497,Color,Butterscotch Orleans
NER_190665771497,Target group,men
NER_190665771503,Brand,Dr. Martens
NER_190665771503,Color,Butterscotch Orleans
NER_190665771503,Target group,men
NER_190665771510,Brand,Dr. Martens
NER_190665771510,Color,Butterscotch Orleans
NER_190665771510,Target group,men
NER_190665771534,Brand,Dr. Martens
NER_190665771534,Color,Butterscotch Orleans
NER_190665771534,Target group,men
NER_190665771541,Brand,Dr. Martens
NER_190665771541,Color,Butterscotch Orleans
NER_190665771541,Target group,men
NER_190665774955,Shoe size (EU),41
NER_190665774955,Brand,Dr. Martens
NER_190665774955,Color,Black
NER_190665774955,Target group,men
NER_190665774993,Shoe size (EU),45
NER_190665774993,Brand,Dr. Martens
NER_190665774993,Color,Black
NER_190665774993,Target group,men
NER_190665775877,Brand,Dr. Martens
NER_190665775877,Color,Black Polished
NER_190665775877,Target group,men
NER_190665775884,Brand,Dr. Martens
NER_190665775884,Color,Black Polished
NER_190665775884,Target group,men
NER_190665775891,Brand,Dr. Martens
NER_190665775891,Color,Black Polished
NER_190665775891,Target group,men
NER_190665775914,Brand,Dr. Martens
NER_190665775914,Color,Black Polished
NER_190665775914,Target group,men
NER_190665775952,Brand,Dr. Martens
NER_190665775952,Color,Cherry Red
NER_190665775952,Target group,men
NER_190665775969,Brand,Dr. Martens
NER_190665775969,Color,Cherry Red
NER_190665775969,Target group,men
NER_190665776690,Brand,Dr Martens Airwair Wholesale Ltd
NER_190665776690,Color,Black
NER_190665776690,Target group,men
NER_190665776706,Brand,Dr Martens Airwair Wholesale Ltd
NER_190665776706,Color,Black
NER_190665776706,Target group,men
NER_190665776713,Brand,Dr Martens Airwair Wholesale Ltd
NER_190665776713,Color,Black
NER_190665776713,Target group,men
NER_190665776720,Brand,Dr Martens Airwair Wholesale Ltd
NER_190665776720,Color,Black
NER_190665776720,Target group,men
NER_190665776737,Brand,Dr Martens Airwair Wholesale Ltd
